icd10,icd10label,section_ID,section_LABEL,chapter_ID,chapter_LABEL
H54.1,"Severe visual impairment, binocular",H53-H54,Visual disturbances and blindness,VII,Diseases of the eye and adnexa
H54.2,"Moderate visual impairment, binocular",H53-H54,Visual disturbances and blindness,VII,Diseases of the eye and adnexa
H54.3,"Mild or no visual impairment, binocular",H53-H54,Visual disturbances and blindness,VII,Diseases of the eye and adnexa
H54.4,"Blindness, monocular",H53-H54,Visual disturbances and blindness,VII,Diseases of the eye and adnexa
H54.5,"Severe visual impairment, monocular",H53-H54,Visual disturbances and blindness,VII,Diseases of the eye and adnexa
H54.6,"Moderate visual impairment, monocular",H53-H54,Visual disturbances and blindness,VII,Diseases of the eye and adnexa
H54.9,Unspecified visual impairment (binocular),H53-H54,Visual disturbances and blindness,VII,Diseases of the eye and adnexa
H54,Visual impairment including blindness (binocular or monocular),H53-H54,Visual disturbances and blindness,VII,Diseases of the eye and adnexa
H55,Nystagmus and other irregular eye movements,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H57.0,Anomalies of pupillary function,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H57.1,Ocular pain,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H57.8,Other specified disorders of eye and adnexa,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H57.9,"Disorder of eye and adnexa, unspecified",H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H57,Other disorders of eye and adnexa,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H58.0,Anomalies of pupillary function in diseases classified elsewhere,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H58.1,Visual disturbances in diseases classified elsewhere,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H58.8,Other specified disorders of eye and adnexa in diseases classified elsewhere,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H58,Other disorders of eye and adnexa in diseases classified elsewhere,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H59.0,Keratopathy (bullous aphakic) following cataract surgery,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H59.8,Other postprocedural disorders of eye and adnexa,H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H59.9,"Postprocedural disorder of eye and adnexa, unspecified",H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",H55-H59,Other disorders of eye and adnexa,VII,Diseases of the eye and adnexa
H60.0,Abscess of external ear,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H60.1,Cellulitis of external ear,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H60.2,Malignant otitis externa,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H60.3,Other infective otitis externa,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H60.4,Cholesteatoma of external ear,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H60.5,"Acute otitis externa, noninfective",H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H60.8,Other otitis externa,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H60.9,"Otitis externa, unspecified",H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H60,Otitis externa,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H61.0,Perichondritis of external ear,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H61.1,Noninfective disorders of pinna,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H61.2,Impacted cerumen,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H61.3,Acquired stenosis of external ear canal,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H61.8,Other specified disorders of external ear,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H61.9,"Disorder of external ear, unspecified",H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H61,Other disorders of external ear,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H62.0,Otitis externa in bacterial diseases classified elsewhere,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H62.1,Otitis externa in viral diseases classified elsewhere,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H62.2,Otitis externa in mycoses,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H62.3,Otitis externa in other infectious and parasitic diseases classified elsewhere,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H62.4,Otitis externa in other diseases classified elsewhere,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H62.8,Other disorders of external ear in diseases classified elsewhere,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H62,Disorders of external ear in diseases classified elsewhere,H60-H62,Diseases of external ear,VIII,Diseases of the ear and mastoid process
H65.0,Acute serous otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H65.1,Other acute nonsuppurative otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H65.2,Chronic serous otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H65.3,Chronic mucoid otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H65.4,Other chronic nonsuppurative otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H65.9,"Nonsuppurative otitis media, unspecified",H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H65,Nonsuppurative otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H66.0,Acute suppurative otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H66.1,Chronic tubotympanic suppurative otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H66.2,Chronic atticoantral suppurative otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H66.3,Other chronic suppurative otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H66.4,"Suppurative otitis media, unspecified",H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H66.9,"Otitis media, unspecified",H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H66,Suppurative and unspecified otitis media,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H67.0,Otitis media in bacterial diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H67.1,Otitis media in viral diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H67.8,Otitis media in other diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H67,Otitis media in diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H68.0,Eustachian salpingitis,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H68.1,Obstruction of Eustachian tube,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H68,Eustachian salpingitis and obstruction,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H69.0,Patulous Eustachian tube,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H69.8,Other specified disorders of Eustachian tube,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H69.9,"Eustachian tube disorder, unspecified",H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H69,Other disorders of Eustachian tube,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H70.0,Acute mastoiditis,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H70.1,Chronic mastoiditis,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H70.2,Petrositis,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H70.8,Other mastoiditis and related conditions,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H70.9,"Mastoiditis, unspecified",H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H70,Mastoiditis and related conditions,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H71,Cholesteatoma of middle ear,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H72.0,Central perforation of tympanic membrane,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H72.1,Attic perforation of tympanic membrane,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H72.2,Other marginal perforations of tympanic membrane,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H72.8,Other perforations of tympanic membrane,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H72.9,"Perforation of tympanic membrane, unspecified",H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H72,Perforation of tympanic membrane,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H73.0,Acute myringitis,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H73.1,Chronic myringitis,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H73.8,Other specified disorders of tympanic membrane,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H73.9,"Disorder of tympanic membrane, unspecified",H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H73,Other disorders of tympanic membrane,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H74.0,Tympanosclerosis,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H74.1,Adhesive middle ear disease,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H74.2,Discontinuity and dislocation of ear ossicles,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H74.3,Other acquired abnormalities of ear ossicles,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H74.4,Polyp of middle ear,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H74.8,Other specified disorders of middle ear and mastoid,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H74.9,"Disorder of middle ear and mastoid, unspecified",H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H74,Other disorders of middle ear and mastoid,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H75.0,Mastoiditis in infectious and parasitic diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H75.8,Other specified disorders of middle ear and mastoid in diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid,VIII,Diseases of the ear and mastoid process
H80.0,"Otosclerosis involving oval window, nonobliterative",H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H80.1,"Otosclerosis involving oval window, obliterative",H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H80.2,Cochlear otosclerosis,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H80.8,Other otosclerosis,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H80.9,"Otosclerosis, unspecified",H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H80,Otosclerosis,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H81.0,Ménière disease,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H81.1,Benign paroxysmal vertigo,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H81.2,Vestibular neuronitis,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H81.3,Other peripheral vertigo,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H81.4,Vertigo of central origin,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H81.8,Other disorders of vestibular function,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H81.9,"Disorder of vestibular function, unspecified",H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H81,Disorders of vestibular function,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H82,Vertiginous syndromes in diseases classified elsewhere,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H83.0,Labyrinthitis,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H83.1,Labyrinthine fistula,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H83.2,Labyrinthine dysfunction,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H83.3,Noise effects on inner ear,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H83.8,Other specified diseases of inner ear,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H83.9,"Disease of inner ear, unspecified",H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H83,Other diseases of inner ear,H80-H83,Diseases of inner ear,VIII,Diseases of the ear and mastoid process
H90.0,"Conductive hearing loss, bilateral",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90.1,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90.2,"Conductive hearing loss, unspecified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90.3,"Sensorineural hearing loss, bilateral",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90.4,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90.5,"Sensorineural hearing loss, unspecified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90.6,"Mixed conductive and sensorineural hearing loss, bilateral",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90.7,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90.8,"Mixed conductive and sensorineural hearing loss, unspecified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H90,Conductive and sensorineural hearing loss,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H91.0,Ototoxic hearing loss,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H91.1,Presbycusis,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H91.2,Sudden idiopathic hearing loss,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H91.3,"Deaf mutism, not elsewhere classified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H91.8,Other specified hearing loss,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H91.9,"Hearing loss, unspecified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H91,Other hearing loss,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H92.0,Otalgia,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H92.1,Otorrhoea,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H92.2,Otorrhagia,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H92,Otalgia and effusion of ear,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H93.0,Degenerative and vascular disorders of ear,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H93.1,Tinnitus,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H93.2,Other abnormal auditory perceptions,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H93.3,Disorders of acoustic nerve,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H93.8,Other specified disorders of ear,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H93.9,"Disorder of ear, unspecified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H93,"Other disorders of ear, not elsewhere classified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H94.0,Acoustic neuritis in infectious and parasitic diseases classified elsewhere,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H94.8,Other specified disorders of ear in diseases classified elsewhere,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H94,Other disorders of ear in diseases classified elsewhere,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H95.0,Recurrent cholesteatoma of postmastoidectomy cavity,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H95.1,Other disorders following mastoidectomy,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H95.8,Other postprocedural disorders of ear and mastoid process,H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H95.9,"Postprocedural disorder of ear and mastoid process, unspecified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",H90-H95,Other disorders of ear,VIII,Diseases of the ear and mastoid process
I00,Rheumatic fever without mention of heart involvement,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I01.0,Acute rheumatic pericarditis,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I01.1,Acute rheumatic endocarditis,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I01.2,Acute rheumatic myocarditis,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I01.8,Other acute rheumatic heart disease,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I01.9,"Acute rheumatic heart disease, unspecified",I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I01,Rheumatic fever with heart involvement,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I02.0,Rheumatic chorea with heart involvement,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I02.9,Rheumatic chorea without heart involvement,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I02,Rheumatic chorea,I00-I02,Acute rheumatic fever,IX,Diseases of the circulatory system
I05.0,Mitral stenosis,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I05.1,Rheumatic mitral insufficiency,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I05.2,Mitral stenosis with insufficiency,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I05.8,Other mitral valve diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I05.9,"Mitral valve disease, unspecified",I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I05,Rheumatic mitral valve diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I06.0,Rheumatic aortic stenosis,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I06.1,Rheumatic aortic insufficiency,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I06.2,Rheumatic aortic stenosis with insufficiency,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I06.8,Other rheumatic aortic valve diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I06.9,"Rheumatic aortic valve disease, unspecified",I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I06,Rheumatic aortic valve diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I07.0,Tricuspid stenosis,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I07.1,Tricuspid insufficiency,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I07.2,Tricuspid stenosis with insufficiency,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I07.8,Other tricuspid valve diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I07.9,"Tricuspid valve disease, unspecified",I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I07,Rheumatic tricuspid valve diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I08.0,Disorders of both mitral and aortic valves,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I08.1,Disorders of both mitral and tricuspid valves,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I08.2,Disorders of both aortic and tricuspid valves,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I08.3,"Combined disorders of mitral, aortic and tricuspid valves",I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I08.8,Other multiple valve diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I08.9,"Multiple valve disease, unspecified",I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I08,Multiple valve diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I09.0,Rheumatic myocarditis,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I09.1,"Rheumatic diseases of endocardium, valve unspecified",I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I09.2,Chronic rheumatic pericarditis,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I09.8,Other specified rheumatic heart diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I09.9,"Rheumatic heart disease, unspecified",I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I09,Other rheumatic heart diseases,I05-I09,Chronic rheumatic heart diseases,IX,Diseases of the circulatory system
I10,Essential (primary) hypertension,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I11.0,Hypertensive heart disease with (congestive) heart failure,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I11.9,Hypertensive heart disease without (congestive) heart failure,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I11,Hypertensive heart disease,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I12.0,Hypertensive renal disease with renal failure,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I12.9,Hypertensive renal disease without renal failure,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I12,Hypertensive renal disease,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I13.0,Hypertensive heart and renal disease with (congestive) heart failure,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I13.1,Hypertensive heart and renal disease with renal failure,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I13.9,"Hypertensive heart and renal disease, unspecified",I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I13,Hypertensive heart and renal disease,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I15.0,Renovascular hypertension,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I15.1,Hypertension secondary to other renal disorders,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I15.2,Hypertension secondary to endocrine disorders,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I15.8,Other secondary hypertension,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I15.9,"Secondary hypertension, unspecified",I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I15,Secondary hypertension,I10-I15,Hypertensive diseases,IX,Diseases of the circulatory system
I20.0,Unstable angina,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I20.1,Angina pectoris with documented spasm,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I20.8,Other forms of angina pectoris,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I20.9,"Angina pectoris, unspecified",I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I20,Angina pectoris,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I21.0,Acute transmural myocardial infarction of anterior wall,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I21.1,Acute transmural myocardial infarction of inferior wall,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I21.2,Acute transmural myocardial infarction of other sites,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I21.3,Acute transmural myocardial infarction of unspecified site,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I21.4,Acute subendocardial myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I21.9,"Acute myocardial infarction, unspecified",I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I21,Acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I22.0,Subsequent myocardial infarction of anterior wall,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I22.1,Subsequent myocardial infarction of inferior wall,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I22.8,Subsequent myocardial infarction of other sites,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I22.9,Subsequent myocardial infarction of unspecified site,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I22,Subsequent myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23.0,Haemopericardium as current complication following acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23.1,Atrial septal defect as current complication following acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23.2,Ventricular septal defect as current complication following acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23.3,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23.4,Rupture of chordae tendineae as current complication following acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23.5,Rupture of papillary muscle as current complication following acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23.6,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23.8,Other current complications following acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I23,Certain current complications following acute myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I24.0,Coronary thrombosis not resulting in myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I24.1,Dressler syndrome,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I24.8,Other forms of acute ischaemic heart disease,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I24.9,"Acute ischaemic heart disease, unspecified",I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I24,Other acute ischaemic heart diseases,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25.0,"Atherosclerotic cardiovascular disease, so described",I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25.1,Atherosclerotic heart disease,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
